price_eur	year	km_age	mark
0.3285888864927036	0.9945625308947108	1.0	BMW
0.40112141470778523	0.9965397923875432	0.9180792081828166	Mercedes-Benz
0.32779814535259866	0.9980227385071676	0.8858553980919112	Opel
0.328660772050895	0.9975284231339595	0.7621703518452357	Opel
0.3284594924879592	0.9950568462679189	0.7551605732205947	BMW
0.7432966716986558	0.9960454770143351	0.711232847710161	Toyota
0.4025591258716124	0.9960454770143351	0.6946925489262038	Volkswagen
0.32779814535259866	0.9945625308947108	0.6748441903854552	Mercedes-Benz
0.32779814535259866	0.9970341077607514	0.62469069641274	Ford
0.4025591258716124	0.9970341077607514	0.6235692641551877	Land_Rover
0.32851700093451225	0.9980227385071676	0.6069164913394995	Audi
0.4025591258716124	0.9930795847750865	0.6019411694652852	Volkswagen
0.32851700093451225	0.995551161641127	0.5888346367088775	Volkswagen
0.32851700093451225	0.995551161641127	0.5789104574385032	Volkswagen
0.32779814535259866	0.9965397923875432	0.572297645984677	Audi
0.40112141470778523	0.990608007909046	0.5656782184113374	BMW
0.32779814535259866	0.9965397923875432	0.562370158654546	Ford
0.32851700093451225	0.9970341077607514	0.559402829052704	Ford
0.32851700093451225	0.9831932773109243	0.555754039140963	Skoda
0.32851700093451225	0.9970341077607514	0.5270169240337157	Renault
0.32857450938106536	0.9975284231339595	0.5263156153652759	Ford
0.4025591258716124	0.9881364310430054	0.5134108742540325	Volkswagen
0.3284882467112357	0.9960454770143351	0.496208963518717	Porsche
0.4025591258716124	0.9965397923875432	0.496208963518717	Alfa_Romeo
0.32851700093451225	0.9970341077607514	0.4957127545551983	Volkswagen
0.32851700093451225	0.9920909540286703	0.49496182499040664	Skoda
0.37193587808209333	0.9960454770143351	0.4895928440051341	Ford
0.32561282438358136	0.9960454770143351	0.4890205496672092	Smart
0.32801380202717273	0.9980227385071676	0.4844455030235666	Mercedes-Benz
0.32837322981812955	0.9911023232822541	0.4796686647347598	Mercedes-Benz
0.40112141470778523	0.9965397923875432	0.4781039524697974	Opel
0.32851700093451225	0.9940682155215027	0.47636060497796834	Skoda
0.4025591258716124	0.995551161641127	0.47636060497796834	BMW
0.3267198619797283	0.9975284231339595	0.47601987482301883	Mercedes-Benz
0.31416864351951695	0.995551161641127	0.4720700514734098	Opel
0.328502623822874	0.9970341077607514	0.47007529144006455	Volkswagen
0.328660772050895	0.9980227385071676	0.4584970822912945	Opel
0.3142836604126231	0.9980227385071676	0.4584970822912945	Mercedes-Benz
0.3716483358493279	0.9777558082056352	0.4515501568020325	Volkswagen
0.3284882467112357	0.9970341077607514	0.45113003321291995	Volkswagen
0.32837322981812955	0.9975284231339595	0.45067021290672593	Opel
0.4433901229243045	0.9975284231339595	0.44989612692363673	Volkswagen
0.3279850478038962	0.9965397923875432	0.4486655286941103	Audi
0.32851700093451225	0.9980227385071676	0.44818255196961876	Seat
0.32851700093451225	0.9980227385071676	0.44818255196961876	Volkswagen
0.32851700093451225	0.9980227385071676	0.44818255196961876	Ford
0.32851700093451225	0.9980227385071676	0.44818255196961876	Audi
0.32851700093451225	0.9980227385071676	0.44818255196961876	Mercedes-Benz
0.32851700093451225	0.9980227385071676	0.44818255196961876	Mercedes-Benz
0.32851700093451225	0.9980227385071676	0.44818255196961876	Volkswagen
0.32851700093451225	0.9980227385071676	0.44818255196961876	Mercedes-Benz
0.32837322981812955	0.9970341077607514	0.44458669101398646	BMW
0.32779814535259866	0.9965397923875432	0.4399719476532624	Volkswagen
0.3279131622457048	0.9970341077607514	0.4362933852037103	Ford
0.32851700093451225	0.995551161641127	0.4333558281396795	Opel
0.32841636115304434	0.9980227385071676	0.43318380903232634	Seat
0.3279131622457048	0.9975284231339595	0.4301867068926733	Seat
0.32851700093451225	0.9985170538803757	0.42706389848226217	Seat
0.37193587808209333	0.9980227385071676	0.4229652124435976	Audi
0.32851700093451225	0.9797330696984676	0.42188016884337	Volkswagen
0.328502623822874	0.9980227385071676	0.420785201063872	Skoda
0.32851700093451225	0.9965397923875432	0.4201963664271631	Dacia
0.4025591258716124	0.9950568462679189	0.42012358911251374	Mazda
0.3716483358493279	0.9975284231339595	0.41913117118547627	Volkswagen
0.3716483358493279	0.972318339100346	0.41880036520979713	Opel
0.32851700093451225	0.9940682155215027	0.418469559234118	Opel
0.32851700093451225	0.9970341077607514	0.41648472338004316	Skoda
0.32779814535259866	0.9975284231339595	0.4159885144165244	Volkswagen
0.32851700093451225	0.9975284231339595	0.4146884469321054	Smart
0.32851700093451225	0.9975284231339595	0.4146884469321054	Opel
0.32851700093451225	0.9975284231339595	0.4146884469321054	Smart
0.32851700093451225	0.9975284231339595	0.4146884469321054	Mazda
0.32851700093451225	0.9975284231339595	0.4146884469321054	Hyundai
0.32851700093451225	0.9975284231339595	0.4146884469321054	Volkswagen
0.32851700093451225	0.9975284231339595	0.4146884469321054	Volkswagen
0.32851700093451225	0.9975284231339595	0.4146884469321054	Ford
0.3587089353748832	0.995551161641127	0.41416908155028914	BMW
0.37193587808209333	0.9975284231339595	0.4107055429849285	Audi
0.4025591258716124	0.9846762234305487	0.4101994098421394	BMW
0.3119833225504996	0.9980227385071676	0.40990499252378493	Mercedes-Benz
0.328660772050895	0.9975284231339595	0.4050884575178966	Ford
0.4025591258716124	0.9965397923875432	0.4035832903285565	Opel
0.37193587808209333	0.9950568462679189	0.4035204371931775	Seat
0.37193587808209333	0.9975284231339595	0.3979298162041999	Jeep
0.37193587808209333	0.9975284231339595	0.3979298162041999	Mercedes-Benz
0.37193587808209333	0.9975284231339595	0.3979298162041999	Seat
